8.659251701,yeah
10.406235828,我
10.697256236,为
10.989251701,你
11.280249433,心
11.571247166,跳
12.736235828,我
13.028253968,为
13.319251701,你
13.610249433,祈
14.047256236,祷
15.940249433,因
16.231247166,为
16.523242630,爱
17.396235828,让
17.688253968,我
17.979251701,们
18.270249433,能
18.562244898,遇
19.144240363,到
21.183242630,因
22.057256236,为
22.348253968,你
22.639251701,开
22.930249433,始
23.076235828,燃
23.367256236,烧
25.843242630,痛
26.717256236,才
27.008253968,慢
27.299251701,慢
27.591247166,治
27.736235828,疗
28.173242630,我
28.756235828,要
29.338253968,和
29.629251701,你
29.921247166,拥
30.212244898,抱
31.960249433,牵
32.251247166,你
32.542244898,的
33.707256236,手
33.998253968,一
34.290249433,起
34.581247166,去
34.872244898,奔
35.455238095,跑
37.494240363,你
38.367256236,存
38.659251701,在
38.950249433,的
39.241247166,这
39.387233560,一
39.678253968,秒
42.154240363,会
43.028253968,不
43.319251701,会
43.610249433,是
43.901247166,我
44.047256236,依
44.484240363,靠
53.804240363,给
54.387256236,我
54.969251701,的
55.261247166,微
55.552244898,笑
56.134240363,全
56.426235828,都
56.717256236,记
57.008253968,在
57.299251701,脑
57.591247166,海
57.882244898,了
58.464240363,变
59.047256236,成
59.629251701,快
59.921247166,乐
60.212244898,的
60.503242630,符
60.794240363,号
63.125238095,节
63.707256236,奏
64.290249433,在
64.581247166,跳
64.872244898,跃
65.455238095,这
65.746235828,是
66.037256236,恋
66.328253968,爱
66.620249433,的
66.911247166,预
67.202244898,兆
67.785238095,挑
68.076235828,动
68.367256236,我
68.659251701,每
68.950249433,一
69.241247166,个
69.532244898,细
69.824240363,胞
71.571247166,woo
72.445238095,天
73.028253968,亮
73.610249433,才
73.901247166,睡
74.193242630,觉
74.775238095,让
75.066235828,我
75.358253968,思
75.649251701,绪
75.940249433,都
76.231247166,颠
76.523242630,倒
77.105238095,这
77.688253968,次
78.270249433,我
78.561247166,不
78.853242630,想
79.144240363,放
79.435238095,掉
80.892244898,woo
81.765238095,防
82.348253968,备
82.930249433,全
83.222244898,关
83.513242630,掉
84.095238095,只
84.387256236,许
84.678253968,你
84.969251701,无
85.261247166,理
85.552244898,取
85.843242630,闹
86.426235828,慢
86.717256236,慢
87.008253968,走
87.299251701,进
87.591247166,你
87.882244898,的
88.173242630,步
88.464240363,调
90.794240363,心
90.940249433,也
91.086235828,一
91.377256236,层
91.668253968,一
91.960249433,层
92.105238095,被
92.542244898,你
92.833242630,融
93.125238095,掉
93.270249433,一
93.707256236,天
93.998253968,一
94.290249433,天
94.435238095,为
94.872244898,你
95.163242630,开
95.455238095,窍
95.600249433,一
96.037256236,秒
96.328253968,一
96.620249433,秒
96.765238095,想
97.202244898,你
97.494240363,的
97.785238095,微
97.930249433,笑
98.950249433,我
99.241247166,为
99.532244898,你
99.824240363,心
100.260249433,跳
101.280249433,我
101.571247166,为
101.862244898,你
102.154240363,祈
102.591247166,祷
104.193242630,因
104.484240363,为
104.775238095,爱
105.940249433,让
106.231247166,我
106.523242630,们
106.814240363,能
107.105238095,遇
107.396235828,到
109.727256236,因
110.600249433,为
110.892244898,你
111.183242630,开
111.474240363,始
111.693242630,燃
111.911247166,烧
114.387256236,痛
115.260249433,才
115.552244898,慢
115.843242630,慢
116.134240363,治
116.280249433,疗
116.717256236,我
117.299251701,要
117.882244898,和
118.173242630,你
118.464240363,拥
118.756235828,抱
120.503242630,牵
120.794240363,你
121.086235828,的
122.251247166,手
122.542244898,一
122.833242630,起
123.125238095,去
123.416235828,奔
123.998253968,跑
126.037256236,你
126.911247166,存
127.202244898,在
127.493242630,的
127.785238095,这
128.003242630,一
128.222244898,秒
129.824240363,yeah
130.697256236,会
131.571247166,不
131.862244898,会
132.154240363,是
132.445238095,我
132.591247166,依
133.027256236,靠
