9.382653061,你
12.382653061,假
12.757664399,装
13.132653061,不
13.382653061,看
14.132653061,我
16.382653061,像
16.757664399,不
17.132653061,认
17.382653061,识
18.132653061,我
20.382653061,擦
20.757664399,肩
21.132653061,而
21.382653061,过
22.132653061,了
23.382653061,所
24.382653061,以
25.382653061,我
28.382653061,心
28.757664399,一
29.132653061,下
29.382653061,疼
30.132653061,了
32.382653061,泪
32.757664399,一
33.132653061,下
33.382653061,落
34.132653061,了
36.382653061,彷
36.757664399,佛
37.132653061,全
37.382653061,世
38.132653061,界
39.382653061,只
40.382653061,剩
41.382653061,我
43.132653061,一
43.382653061,个
45.132653061,到
45.382653061,处
45.882653061,都
46.132653061,是
46.882653061,冷
47.132653061,漠
48.382653061,只
48.882653061,剩
49.382653061,我
50.882653061,一
51.132653061,个
52.632653061,谁
52.882653061,还
53.132653061,懂
53.382653061,我
53.882653061,在
54.132653061,唱
54.632653061,什
55.132653061,么
55.632653061,么
56.382653061,你
56.882653061,说
57.382653061,过
59.141224490,New Point
59.414058957,New Point
59.882653061,每
60.132653061,一
60.632653061,天
61.132653061,你
61.382653061,都
61.882653061,会
62.132653061,陪
62.632653061,着
63.132653061,我
64.632653061,我
64.882653061,们
65.132653061,牵
65.382653061,过
65.882653061,了
66.132653061,手
68.382653061,紧
68.757664399,紧
69.132653061,拥
69.382653061,抱
70.132653061,过
71.382653061,你
72.382653061,骗
73.382653061,我
