25.091836735,人
25.591836735,生
26.091836735,海
26.341836735,海
26.841836735,甘
27.091836735,需
27.341836735,要
27.591836735,拢
27.841836735,了
28.091836735,解
28.341836735,解
29.091836735,有
29.591836735,时
29.841836735,仔
30.091836735,清
30.341836735,醒
31.091836735,有
31.591836735,时
31.841836735,青
32.091836735,菜
32.341836735,菜
33.091836735,有
33.591836735,人
34.091836735,讲
34.341836735,好
34.841836735,一
35.091836735,定
35.341836735,有
35.591836735,人
35.841836735,讲
36.091836735,歹
36.341836735,歹
37.091836735,若
37.591836735,麦
37.841836735,想
38.091836735,吓
38.341836735,多
38.841836735,咱
39.091836735,生
39.341836735,活
39.591836735,卡
39.841836735,自
40.091836735,在
41.091836735,归
41.341836735,工
41.591836735,嫌
41.841836735,车
42.091836735,无
42.341836735,够
42.591836735,叭
43.091836735,嫌
43.341836735,厝
43.591836735,无
43.841836735,够
44.091836735,大
45.091836735,嫌
45.341836735,菜
45.591836735,煮
45.841836735,了
46.091836735,无
46.341836735,好
46.591836735,吃
47.091836735,嫌
47.341836735,某
47.591836735,尚
47.841836735,歹
48.091836735,看
49.091836735,驶
49.341836735,到
49.591836735,好
49.841836735,车
50.091836735,惊
50.341836735,人
50.591836735,偷
51.091836735,大
51.341836735,厝
51.591836735,歹
51.841836735,拼
52.091836735,扫
52.591836735,吃
52.841836735,甲
53.091836735,尚
53.341836735,好
53.841836735,惊
54.091836735,血
54.341836735,压
54.591836735,高
55.091836735,美
55.216848073,某
55.341836735,会
55.591836735,兑
55.841836735,人
56.091836735,走
57.091836735,人
57.591836735,生
58.091836735,短
58.341836735,短
58.841836735,好
59.091836735,亲
59.341836735,像
59.591836735,块
59.841836735,替
60.091836735,投
61.091836735,有
61.591836735,时
61.841836735,仔
62.091836735,烦
62.341836735,恼
63.091836735,有
63.591836735,时
63.841836735,轻
64.091836735,可
65.091836735,问
65.591836735,我
65.841836735,到
66.356825397,底
66.841836735,腹
67.091836735,内
67.341836735,有
67.591836735,啥
67.841836735,法
68.091836735,宝
69.091836735,其
69.591836735,实
69.841836735,无
70.091836735,撇
70.341836735,步
72.341836735,欢
72.591836735,喜
72.841836735,就
73.091836735,好
